task_id,ts_ms,true,pred,confidence,latency_us,ram_bytes,throughput_ips,status
0,551,1,0,0.6298415660858154,4,1000,16915,4
0,601,1,1,0.39101743698120117,3,1000,34161,0
0,651,1,1,0.3405255377292633,3,1000,40859,0
0,701,1,0,0.5559484958648682,4,1000,37767,4
0,751,1,0,0.6996593475341797,4,1000,35950,4
0,801,1,0,0.5716969966888428,4,1000,34457,4
0,852,1,0,0.6629376411437988,4,1000,33571,4
0,902,1,1,0.3881625831127167,3,1000,36250,0
0,952,1,0,0.658598780632019,4,1000,35350,4
0,1002,1,1,0.49045684933662415,3,1000,37158,0
0,1053,1,0,0.6550872921943665,4,1000,36552,4
0,1103,1,0,0.6591094732284546,4,1000,35650,4
0,1153,1,0,0.8120507597923279,4,1000,35350,4
0,1203,1,0,0.9178112745285034,4,1000,34754,4
0,1253,1,0,0.7572094202041626,4,1000,34161,4
0,1303,1,0,0.560418963432312,4,1000,33865,4
0,1353,1,1,0.4234667122364044,3,1000,35052,0
0,1403,1,0,0.9222766757011414,4,1000,34754,4
0,1453,1,0,0.6522780656814575,4,1000,34457,4
0,1504,1,0,0.8508086800575256,4,1000,34161,4
0,1554,1,1,0.4486624598503113,3,1000,35052,0
0,1604,1,0,0.9367027878761292,4,1000,34754,4
0,1654,1,0,0.956299901008606,4,1000,34457,4
0,1704,1,0,0.8857405781745911,4,1000,34161,4
0,1754,1,0,0.9237267971038818,4,1000,33865,4
0,1804,1,0,0.6844141483306885,4,1000,33865,4
0,1854,1,0,0.8993505835533142,4,1000,33571,4
0,1904,1,0,0.9346564412117004,4,1000,33277,4
0,1954,1,1,0.44367915391921997,3,1000,34161,0
0,2004,1,0,0.8687635660171509,4,1000,33865,4
0,2055,1,1,0.4398263394832611,3,1000,34457,0
0,2105,1,0,0.6074248552322388,4,1000,34457,4
0,2155,1,0,0.7312043905258179,4,1000,34161,4
0,2205,1,0,0.9071694016456604,4,1000,34161,4
0,2256,1,0,0.9177765250205994,4,1000,33865,4
0,2306,1,0,0.9114030003547668,4,1000,33571,4
0,2356,1,0,0.9273988008499146,4,1000,33571,4
0,2406,1,0,0.930853009223938,4,1000,33571,4
0,2456,1,0,0.7496036291122437,4,1000,33277,4
0,2506,1,1,0.47347837686538696,3,1000,33865,0
0,2556,1,0,0.5465186834335327,4,1000,33571,4
0,2607,1,0,0.8121110200881958,4,1000,33571,4
0,2657,1,0,0.7547951936721802,4,1000,33571,4
0,2707,1,0,0.875701367855072,4,1000,33277,4
0,2757,1,0,0.7147586345672607,4,1000,33277,4
0,2807,1,0,0.8771697878837585,4,1000,32983,4
0,2857,1,0,0.8739484548568726,4,1000,32983,4
0,2907,1,0,0.9157482385635376,4,1000,32983,4
0,2957,1,0,0.8146451711654663,4,1000,32691,4
0,3007,1,0,0.7705304622650146,4,1000,32691,4
0,3058,1,0,0.8281943202018738,4,1000,32691,4
0,3108,1,0,0.9142369627952576,4,1000,32691,4
0,3158,1,0,0.8920215368270874,4,1000,32399,4
0,3208,1,0,0.8794012069702148,4,1000,32399,4
0,3258,1,0,0.8501768112182617,4,1000,32399,4
0,3308,1,0,0.9576597213745117,4,1000,32399,4
0,3358,1,0,0.868070125579834,4,1000,32108,4
0,3408,1,1,0.45476827025413513,3,1000,32691,0
0,3459,1,0,0.877665102481842,4,1000,32399,4
0,3509,1,0,0.8534373641014099,4,1000,32399,4
0,3559,1,0,0.7856960296630859,4,1000,32399,4
0,3609,1,0,0.6195125579833984,4,1000,32399,4
0,3659,1,1,0.425307035446167,3,1000,32691,0
0,3709,1,0,0.8552882075309753,4,1000,32691,4
0,3760,1,0,0.9525106549263,4,1000,32399,4
0,3810,1,0,0.9128171801567078,4,1000,32399,4
0,3860,1,0,0.929351270198822,4,1000,32399,4
0,3910,1,0,0.8873114585876465,4,1000,32399,4
0,3960,1,0,0.8774469494819641,4,1000,32399,4
0,4010,1,0,0.942070484161377,4,1000,32108,4
0,4061,1,0,0.962847888469696,4,1000,32108,4
0,4111,1,0,0.5693451762199402,4,1000,32108,4
0,4161,1,0,0.8391273617744446,4,1000,32108,4
0,4211,1,0,0.806659460067749,4,1000,32108,4
0,4261,1,0,0.9754696488380432,4,1000,32108,4
0,4311,1,0,0.8977214097976685,4,1000,31818,4
0,4361,1,0,0.8797118663787842,4,1000,31818,4
0,4411,1,0,0.8522447347640991,4,1000,31818,4
0,4461,1,0,0.8175609111785889,4,1000,31818,4
0,4511,1,0,0.7943468689918518,4,1000,31818,4
0,4561,1,0,0.9599088430404663,4,1000,31818,4
0,4611,1,0,0.8322360515594482,4,1000,31818,4
0,4661,1,0,0.8912352323532104,4,1000,31528,4
0,4712,1,0,0.9383879899978638,4,1000,31528,4
0,4762,1,0,0.774885892868042,4,1000,31528,4
0,4812,1,0,0.8973248600959778,4,1000,31528,4
0,4862,1,0,0.820582389831543,4,1000,31528,4
0,4912,1,0,0.8814238905906677,4,1000,31528,4
0,4962,1,0,0.8924301862716675,4,1000,31528,4
0,5012,1,0,0.9025764465332031,4,1000,31528,4
0,5062,1,0,0.6514362096786499,4,1000,31240,4
0,5113,1,0,0.8293701410293579,4,1000,31240,4
0,5163,1,1,0.4814593195915222,3,1000,31528,0
0,5213,1,0,0.9182608723640442,4,1000,31528,4
0,5263,1,0,0.7399110794067383,4,1000,31528,4
0,5313,1,1,0.4589526355266571,3,1000,31818,0
0,5363,1,0,0.9141194224357605,4,1000,31818,4
0,5413,1,0,0.9351362586021423,4,1000,31818,4
0,5464,1,0,0.9072878956794739,4,1000,31528,4
0,5514,1,0,0.8141968250274658,4,1000,31528,4
0,5564,1,0,0.896071195602417,4,1000,31528,4
0,5614,1,0,0.7969857454299927,4,1000,31528,4
0,5665,1,0,0.7604727745056152,4,1000,31528,4
0,5715,1,0,0.6994497179985046,4,1000,31528,4
0,5765,1,0,0.8581681847572327,4,1000,31528,4
0,5815,1,0,0.8894618153572083,4,1000,31528,4
0,5865,1,0,0.9191959500312805,4,1000,31528,4
0,5915,1,1,0.44177526235580444,3,1000,31528,0
0,5966,1,0,0.9136878848075867,4,1000,31528,4
0,6016,1,0,0.8107243776321411,4,1000,31528,4
0,6066,1,0,0.8099378943443298,4,1000,31528,4
0,6116,1,0,0.675146758556366,4,1000,31528,4
0,6166,1,0,0.9305332899093628,4,1000,31528,4
0,6216,1,0,0.862851083278656,4,1000,31528,4
0,6266,1,0,0.7280205488204956,4,1000,31528,4
0,6317,1,1,0.4512598216533661,3,1000,31528,0
0,6367,1,1,0.3036407232284546,3,1000,31818,0
0,6417,1,0,0.8468292951583862,4,1000,31818,4
0,6467,1,0,0.793203592300415,4,1000,31818,4
0,6517,1,0,0.8570442199707031,4,1000,31818,4
0,6567,1,0,0.9200754165649414,4,1000,31818,4
0,6617,1,0,0.8438798785209656,4,1000,31818,4
0,6667,1,0,0.8786556124687195,4,1000,31528,4
0,6718,1,0,0.8196788430213928,4,1000,31528,4
0,6768,1,1,0.44700887799263,3,1000,31818,0
0,6818,1,0,0.7760356664657593,4,1000,31818,4
0,6868,1,0,0.6443178057670593,4,1000,31818,4
0,6918,1,0,0.8524653911590576,4,1000,31818,4
0,6968,1,0,0.8215303421020508,4,1000,31818,4
0,7018,1,0,0.8392190337181091,4,1000,31818,4
0,7068,1,0,0.9087727665901184,4,1000,31528,4
0,7118,1,0,0.8768450021743774,4,1000,31528,4
0,7169,1,0,0.8693450689315796,4,1000,31528,4
0,7219,1,0,0.9584825038909912,4,1000,31528,4
0,7269,1,0,0.9403021931648254,4,1000,31528,4
0,7319,1,0,0.8126872181892395,4,1000,31528,4
0,7369,1,0,0.8824219107627869,4,1000,31528,4
0,7419,1,0,0.9095483422279358,4,1000,31528,4
0,7469,1,0,0.9462923407554626,4,1000,31528,4
0,7520,1,0,0.7891810536384583,4,1000,31528,4
0,7570,1,0,0.8755000233650208,4,1000,31528,4
0,7620,1,0,0.8408915400505066,4,1000,31528,4
0,7670,1,0,0.955207884311676,4,1000,31528,4
0,7720,1,0,0.886371374130249,4,1000,31240,4
0,7771,1,0,0.9151036739349365,4,1000,31240,4
0,7821,1,1,0.42938220500946045,3,1000,31528,0
0,7871,1,0,0.8499533534049988,4,1000,31528,4
0,7921,1,0,0.9163056015968323,4,1000,31528,4
0,7972,1,0,0.8492708802223206,4,1000,31528,4
0,8022,1,0,0.6190807819366455,4,1000,31528,4
0,8072,1,0,0.9453393816947937,4,1000,31528,4
0,8122,1,0,0.9291871786117554,4,1000,31240,4
0,8172,1,0,0.9507948160171509,4,1000,31240,4
0,8222,1,0,0.8764254450798035,4,1000,31240,4
0,8272,1,0,0.5688440799713135,4,1000,31240,4
0,8322,1,0,0.7910717129707336,4,1000,31240,4
0,8372,1,0,0.5615286827087402,4,1000,31240,4
0,8422,1,0,0.9342334270477295,4,1000,31240,4
0,8472,1,0,0.9451398849487305,4,1000,31240,4
0,8522,1,0,0.8910235166549683,4,1000,31240,4
0,8573,1,0,0.8513742089271545,4,1000,31240,4
0,8623,1,0,0.8991055488586426,4,1000,31240,4
0,8673,1,0,0.8052863478660583,4,1000,31240,4
0,8723,1,0,0.8613771200180054,4,1000,31240,4
0,8773,1,0,0.9004131555557251,4,1000,31240,4
0,8823,1,0,0.7369686961174011,4,1000,31240,4
1,8874,1,1,0.1369324028491974,3,1000,31240,0
1,8924,1,0,0.7435280680656433,4,1000,31240,4
1,8974,1,0,0.7898788452148438,4,1000,31240,4
1,9024,1,0,0.8049256801605225,4,1000,31240,4
1,9074,1,1,0.1326572149991989,3,1000,31240,0
1,9124,1,1,0.1449751853942871,3,1000,31528,0
1,9174,1,1,0.27376672625541687,3,1000,31528,0
1,9224,1,1,0.4638175666332245,3,1000,31818,0
1,9274,1,0,0.8048425912857056,4,1000,31818,4
1,9324,1,0,0.7627700567245483,4,1000,31818,4
1,9374,1,0,0.7579358220100403,4,1000,31818,4
1,9425,1,0,0.9294105768203735,4,1000,31528,4
1,9475,1,1,0.2839873731136322,3,1000,31818,0
1,9525,1,1,0.28325697779655457,3,1000,31818,0
1,9575,1,1,0.13681940734386444,3,1000,32108,0
1,9625,1,0,0.516225278377533,4,1000,32108,4
1,9675,1,1,0.1378953754901886,3,1000,32108,0
1,9725,1,0,0.5458114743232727,4,1000,32108,4
1,9775,1,1,0.3045216500759125,3,1000,32108,0
1,9825,1,0,0.5623295903205872,4,1000,32108,4
1,9875,1,1,0.14874997735023499,3,1000,32399,0
1,9925,1,0,0.9564924240112305,4,1000,32399,4
1,9976,1,0,0.5631228685379028,4,1000,32399,4
1,10026,1,0,0.8166512846946716,4,1000,32399,4
1,10076,1,1,0.2434622049331665,3,1000,32399,0
1,10126,1,0,0.940651535987854,4,1000,32399,4
1,10176,1,0,0.7605594992637634,4,1000,32399,4
1,10227,1,1,0.40434691309928894,3,1000,32399,0
1,10277,1,0,0.9564931988716125,4,1000,32399,4
1,10327,1,1,0.1479884535074234,3,1000,32399,0
1,10377,1,1,0.14921289682388306,3,1000,32691,0
1,10427,1,1,0.32610371708869934,3,1000,32691,0
1,10477,1,1,0.1421753168106079,3,1000,32983,0
1,10527,1,1,0.14182668924331665,3,1000,32983,0
1,10577,1,1,0.30618786811828613,3,1000,32983,0
1,10627,1,0,0.8526835441589355,4,1000,32983,4
1,10677,1,0,0.8672996163368225,4,1000,32983,4
1,10727,1,0,0.5919832587242126,4,1000,32983,4
1,10778,1,0,0.7807846069335938,4,1000,32983,4
1,10828,1,1,0.14443258941173553,3,1000,32983,0
1,10878,1,0,0.686596155166626,4,1000,32983,4
1,10928,1,0,0.9100838899612427,4,1000,32983,4
1,10978,1,0,0.5837587118148804,4,1000,32983,4
1,11028,1,1,0.29785123467445374,3,1000,32983,0
1,11079,1,0,0.7118855714797974,4,1000,32983,4
1,11129,1,0,0.7819150686264038,4,1000,32983,4
1,11179,1,1,0.3900982737541199,3,1000,33277,0
1,11229,1,0,0.7500365972518921,4,1000,33277,4
1,11279,1,1,0.15616217255592346,3,1000,33277,0
1,11329,1,0,0.6235383152961731,4,1000,33277,4
1,11379,1,0,0.9138226509094238,4,1000,33277,4
1,11429,1,0,0.565593421459198,4,1000,33277,4
1,11479,1,1,0.15206016600131989,3,1000,33277,0
1,11530,1,1,0.15098901093006134,3,1000,33277,0
1,11580,1,0,0.7158710360527039,4,1000,33277,4
1,11630,1,0,0.7546734809875488,4,1000,33277,4
1,11680,1,1,0.3063739538192749,3,1000,33277,0
1,11730,1,0,0.8210649490356445,4,1000,33277,4
1,11780,1,0,0.7675490379333496,4,1000,33277,4
1,11830,1,0,0.9217440485954285,4,1000,33277,4
1,11880,1,1,0.30756932497024536,3,1000,33571,0
1,11931,1,1,0.4697202444076538,3,1000,33571,0
1,11981,1,1,0.3158700168132782,3,1000,33571,0
1,12031,1,0,0.7615625858306885,4,1000,33571,4
1,12081,1,0,0.8961963057518005,4,1000,33571,4
1,12131,1,1,0.15185518562793732,3,1000,33571,0
1,12182,1,0,0.6180555820465088,4,1000,33571,4
1,12232,1,0,0.6005914211273193,4,1000,33571,4
1,12282,1,1,0.3556738793849945,3,1000,33571,0
1,12332,1,0,0.7493688464164734,4,1000,33571,4
1,12382,1,0,0.6847385168075562,4,1000,33571,4
1,12432,1,0,0.6647999286651611,4,1000,33571,4
1,12483,1,0,0.807854175567627,4,1000,33571,4
1,12533,1,1,0.4170401692390442,3,1000,33571,0
1,12583,1,1,0.1539497822523117,3,1000,33865,0
1,12633,1,1,0.3642507791519165,3,1000,33865,0
1,12683,1,0,0.6422757506370544,4,1000,33865,4
1,12733,1,0,0.6331835389137268,4,1000,33865,4
1,12783,1,1,0.14146271347999573,3,1000,33865,0
1,12833,1,0,0.9260385036468506,4,1000,33865,4
1,12883,1,1,0.17796432971954346,3,1000,33865,0
1,12934,1,0,0.5289730429649353,4,1000,33865,4
1,12984,1,0,0.8154864311218262,4,1000,33865,4
1,13034,1,1,0.18461517989635468,3,1000,33865,0
1,13084,1,1,0.3731383979320526,3,1000,34161,0
1,13134,1,1,0.333950012922287,3,1000,34161,0
1,13184,1,1,0.26585349440574646,3,1000,34161,0
1,13234,1,0,0.8608644008636475,4,1000,34161,4
1,13284,1,0,0.6446108222007751,4,1000,34161,4
1,13335,1,1,0.3536786139011383,3,1000,34161,0
1,13385,1,1,0.17882943153381348,3,1000,34457,0
1,13435,1,0,0.6039173603057861,4,1000,34457,4
1,13485,1,1,0.26619812846183777,3,1000,34457,0
1,13535,1,0,0.6788801550865173,4,1000,34457,4
1,13585,1,1,0.4458569586277008,3,1000,34457,0
1,13635,1,1,0.25772228837013245,3,1000,34457,0
1,13685,1,1,0.36961060762405396,3,1000,34457,0
1,13735,1,0,0.659715473651886,4,1000,34457,4
1,13786,1,1,0.44228503108024597,3,1000,34754,0
1,13836,1,0,0.706669270992279,4,1000,34754,4
1,13886,1,0,0.7892405390739441,4,1000,34457,4
1,13936,1,0,0.6427211165428162,4,1000,34457,4
1,13986,1,0,0.7107532620429993,4,1000,34457,4
1,14036,1,1,0.4925583302974701,3,1000,34754,0
1,14086,1,1,0.335236519575119,3,1000,34754,0
1,14136,1,1,0.3116321563720703,3,1000,34754,0
1,14187,1,0,0.7358054518699646,4,1000,34754,4
1,14237,1,1,0.3225095868110657,3,1000,34754,0
1,14287,1,1,0.1712430864572525,3,1000,34754,0
1,14337,1,0,0.7970162630081177,4,1000,34754,4
1,14387,1,1,0.32534274458885193,3,1000,35052,0
1,14437,1,0,0.648614227771759,4,1000,35052,4
1,14487,1,0,0.7642011046409607,4,1000,34754,4
1,14537,1,0,0.9014260768890381,4,1000,34754,4
1,14587,1,0,0.8133022785186768,4,1000,34754,4
1,14637,1,0,0.9028539061546326,4,1000,34754,4
1,14688,1,1,0.15368929505348206,3,1000,34754,0
1,14738,1,1,0.16541963815689087,3,1000,35052,0
1,14788,1,0,0.6114843487739563,4,1000,35052,4
1,14838,1,0,0.7169501781463623,4,1000,35052,4
1,14888,1,1,0.34296801686286926,3,1000,35052,0
1,14938,1,0,0.8571493029594421,4,1000,35052,4
1,14988,1,0,0.5842782855033875,4,1000,35052,4
1,15038,1,0,0.6161754131317139,4,1000,35052,4
1,15088,1,0,0.6837730407714844,4,1000,34754,4
1,15138,1,0,0.8192065358161926,4,1000,34754,4
1,15188,1,0,0.831405758857727,4,1000,34754,4
1,15238,1,0,0.7508641481399536,4,1000,34754,4
1,15289,1,0,0.7112388610839844,4,1000,34754,4
1,15339,1,1,0.16152387857437134,3,1000,34754,0
1,15389,1,0,0.7223702669143677,4,1000,34754,4
1,15439,1,1,0.4654659032821655,3,1000,35052,0
1,15489,1,0,0.6510886549949646,4,1000,34754,4
1,15539,1,1,0.39749133586883545,3,1000,35052,0
1,15589,1,0,0.7037222981452942,4,1000,35052,4
1,15639,1,0,0.6343713998794556,4,1000,35052,4
1,15690,1,0,0.8672628998756409,4,1000,34754,4
1,15740,1,0,0.8506420254707336,4,1000,34754,4
1,15790,1,1,0.1546572893857956,3,1000,35052,0
1,15840,1,1,0.34203577041625977,3,1000,35052,0
1,15890,1,1,0.36163222789764404,3,1000,35052,0
1,15940,1,1,0.35768502950668335,3,1000,35052,0
1,15991,1,1,0.41678208112716675,3,1000,35052,0
1,16041,1,0,0.8769392371177673,4,1000,35052,4
1,16091,1,1,0.2861210107803345,3,1000,35350,0
1,16141,1,0,0.6672250628471375,4,1000,35052,4
1,16191,1,1,0.44335368275642395,3,1000,35350,0
1,16241,1,0,0.691895067691803,4,1000,35350,4
1,16291,1,0,0.8083691000938416,4,1000,35350,4
1,16341,1,0,0.7093784809112549,4,1000,35052,4
1,16391,1,0,0.7276932597160339,4,1000,35052,4
1,16442,1,0,0.7436208128929138,4,1000,35052,4
1,16492,1,0,0.66171795129776,4,1000,35052,4
1,16542,1,0,0.7466062307357788,4,1000,35052,4
1,16592,1,0,0.8404393196105957,4,1000,35052,4
1,16642,1,1,0.31185609102249146,3,1000,35052,0
1,16692,1,0,0.9024676084518433,4,1000,35052,4
1,16742,1,1,0.45540106296539307,3,1000,35052,0
1,16793,1,1,0.15198490023612976,3,1000,35350,0
1,16843,1,1,0.27429524064064026,3,1000,35350,0
1,16893,1,0,0.8120863437652588,4,1000,35350,4
1,16943,1,1,0.4271738529205322,3,1000,35350,0
1,16993,1,0,0.8817522525787354,4,1000,35350,4
1,17043,1,0,0.6976211667060852,4,1000,35350,4
1,17093,1,1,0.15261967480182648,3,1000,35350,0
1,17144,1,0,0.840379536151886,4,1000,35350,4
2,17194,0,1,0.45957067608833313,3,1000,35350,0
2,17244,1,1,0.15722550451755524,3,1000,35350,0
2,17294,1,1,0.17271456122398376,3,1000,35650,0
2,17344,1,1,0.14915108680725098,3,1000,35650,0
2,17394,1,1,0.1634524166584015,3,1000,35650,0
2,17445,1,1,0.1594298779964447,3,1000,35650,0
2,17495,0,1,0.461511492729187,3,1000,35650,0
2,17545,1,0,0.5800969004631042,4,1000,35650,4
2,17595,1,1,0.17705516517162323,3,1000,35650,0
2,17645,1,1,0.1638035625219345,3,1000,35950,0
2,17695,1,1,0.1516280472278595,3,1000,35950,0
2,17745,1,0,0.5394648313522339,4,1000,35950,4
2,17795,1,1,0.1958194375038147,3,1000,35950,0
2,17845,1,1,0.28360041975975037,3,1000,35950,0
2,17895,1,0,0.6378930807113647,4,1000,35950,4
2,17946,1,1,0.15602625906467438,3,1000,35950,0
2,17996,1,1,0.15999144315719604,3,1000,35950,0
2,18046,1,1,0.30809545516967773,3,1000,35950,0
2,18096,1,0,0.6462221145629883,4,1000,35950,4
2,18146,0,0,0.5229311585426331,4,1000,35950,4
2,18196,1,1,0.15983004868030548,3,1000,35950,0
2,18246,1,1,0.14797577261924744,3,1000,36250,0
2,18296,1,1,0.1563575714826584,3,1000,36250,0
2,18346,1,1,0.14223220944404602,3,1000,36250,0
2,18397,1,0,0.6567478775978088,4,1000,36250,4
2,18447,1,0,0.7368960380554199,4,1000,36250,4
2,18497,1,1,0.2463093250989914,3,1000,36250,0
2,18547,1,1,0.13167719542980194,3,1000,36250,0
2,18597,1,0,0.6810267567634583,4,1000,36250,4
2,18647,0,0,0.5975921750068665,4,1000,36250,4
2,18697,1,0,0.7363564968109131,4,1000,36250,4
2,18747,0,0,0.6273081302642822,4,1000,36250,4
2,18797,1,1,0.14093001186847687,3,1000,36250,0
2,18847,0,0,0.6477789878845215,4,1000,36250,4
2,18898,0,0,0.6753277778625488,4,1000,36250,4
